('acuerdo', 1.0)
('acreedor', 0.3931279834096459)
('ambas', 0.381107966983353)
('renegociar', 0.3359684204526464)
('bours', 0.31426968052735443)
('güitrón', 0.31426968052735443)
('liderados', 0.31426968052735443)
('desahogado', 0.27329719724997426)
('llegar', 0.2584538897392623)
('fraccionar', 0.25197631533948484)
('socioeconómico', 0.25182770057259657)
('emisora', 0.236227795630767)
('deliberar', 0.2357022603955158)
('chiapas', 0.23476507075792125)
('necesario', 0.23472895027601537)
('agrario', 0.23424278964210216)
('límite', 0.23333333333333334)
('dotación', 0.22243256038783613)
('finiquitar', 0.2222222222222222)
('luegodelicada', 0.2222222222222222)
('parte', 0.21908599069100007)
('cuestión', 0.21757663733553975)
('tierra', 0.21621570251182531)
('aparentemente', 0.21606040536255616)
('chis', 0.21606040536255616)
('consecución', 0.21606040536255616)
('vasquez', 0.21606040536255616)
('declaración', 0.2136719883646274)
('nómina', 0.21081851067789195)
('grotesco', 0.20998026278290402)
('tardíamente', 0.20998026278290402)
('guatemala', 0.20951312035156966)
('activo', 0.2062203104301811)
('abono', 0.2041241452319315)
('tan', 0.2009320955954367)
('político', 0.19814609942592132)
('reestructurar', 0.1975524374996504)
('poder', 0.19651193488827576)
('contreras', 0.19641855032959651)
('german', 0.19641855032959651)
('marzocon', 0.19641855032959651)
('recogido', 0.19641855032959651)
('situación', 0.19343495356414994)
('sidek', 0.19337040072329498)
('empresariales', 0.19278391494126865)
('compra', 0.1918580530078343)
('contrapelo', 0.1889822365046136)
('deuda', 0.1881611656996646)
('conclusión', 0.187812056606337)
('problema', 0.18564757088669834)
('gobierno', 0.1835111250619848)
('sureste', 0.18144368465060579)
('áócfel', 0.18144368465060579)
('regularización', 0.18020683530042983)
('invasión', 0.17930478454663965)
('pasivo', 0.1786733893794155)
('considerar', 0.17690759253434066)
('ineficiencias', 0.17677669529663687)
('inegi', 0.17677669529663687)
('interminables', 0.17677669529663687)
('quinto', 0.17677669529663687)
('remate', 0.17677669529663687)
('depender', 0.17588161767036212)
('firma', 0.17588161767036212)
('ciento', 0.17558124142405127)
('conflicto', 0.17471413945365308)
('ahora', 0.1744621995817215)
('mayor', 0.17247851294839137)
('fracaso', 0.1712337223046938)
('negociación', 0.1688340745682317)
('intuición', 0.1679842102263232)
('madurez', 0.1679842102263232)
('negligencia', 0.1679842102263232)
('terminar', 0.16672757171772817)
('desalojos', 0.1650245904961124)
('pasado', 0.1648489947317846)
('problemática', 0.16440667506927018)
('finalmente', 0.1643989873053573)
('año', 0.16421470456355686)
('fondo', 0.16302943163956232)
('asir', 0.1620509308880411)
('banco', 0.16169041669088866)
('difundir', 0.16037507477489607)
('invadir', 0.15964915735713325)
('presidir', 0.15964024811538646)
('intercambio', 0.15811388300841897)
('entorpecer', 0.15713484026367724)
('subempleo', 0.15713484026367724)
('carencia', 0.15713484026367722)
('medular', 0.15713484026367722)
('noruega', 0.15713484026367722)
('partidizado', 0.15713484026367722)
('predecir', 0.15713484026367722)
('puro', 0.15713484026367722)
('supervisar', 0.15713484026367722)
('temer', 0.15713484026367722)
('hacer', 0.1566182803971239)
('continuar', 0.15518356086870433)
('conseguir', 0.1543033499620919)
('descuidar', 0.15397829514571865)
('todas', 0.15371559776788568)
('resultado', 0.15282250995499738)
('padierna', 0.1527777777777778)
('si', 0.15269799790086064)
('tema', 0.15230192477004287)
('decir', 0.15208276783599162)
('bursátil', 0.1510865993191559)
('punto', 0.15075567228888181)
('mensaje', 0.15044515564140665)
('optar', 0.1502496452850696)
('extranjero', 0.15001172012346986)
('borde', 0.14907119849998599)
('tortuguismo', 0.14907119849998599)
('dolores', 0.14847846772912465)
('señalar', 0.14794450798570727)
('capitalizar', 0.14754506879290435)
('neoliberal', 0.14731391274719738)
('campesino', 0.14717026189611596)
('preferible', 0.1469861839480328)
('después', 0.14607663686703576)
('último', 0.1459705150681634)
('público', 0.14515206946091008)
('marzo', 0.14506471329641488)
('bancario', 0.14463903352799473)
('programar', 0.14444444444444443)
('disparar', 0.14433756729740646)
('arrojar', 0.14404027024170415)
('sólo', 0.14348601079588785)
('permitir', 0.14285714285714285)
('lograr', 0.14219491481907906)
('operador', 0.14213381090374028)
('especialista', 0.1420021445383764)
('salinas', 0.1388888888888889)
('estimar', 0.13882112167876096)
('seccionales', 0.1386750490563073)
('apaciguar', 0.13749298523071757)
('concreto', 0.13749298523071757)
('cristobal', 0.13749298523071757)
('pra', 0.13749298523071757)
('sobreposición', 0.13749298523071757)
('suscitar', 0.13749298523071757)
('urng', 0.13749298523071757)
('país', 0.13735412769452238)
('social', 0.13729367820708965)
('perder', 0.13699215722927377)
('diálogo', 0.1362115687827511)
('beneficiar', 0.13608276348795434)
('colonización', 0.13608276348795434)
('todavía', 0.13580246913580246)
('pueblo', 0.13515512647532238)
('grupo', 0.13515295333622449)
('mexicano', 0.13514747567989718)
('comprometer', 0.1349206349206349)
('valuación', 0.13474201390907387)
('según', 0.13423748807575472)
('verdadero', 0.1341640786499874)
('ésta', 0.13411329979453748)
('banamex', 0.13400504203456162)
('interesar', 0.13394750691446736)
('alfredo', 0.1333553773664398)
('segundo', 0.1333553773664398)
('capital', 0.1332418765079449)
('operación', 0.13295400586957762)
('incrementar', 0.13186462868820592)
('tal', 0.1317956116930914)
('apenas', 0.1314684396244359)
('reducción', 0.13130643285972254)
('política', 0.13065438573158472)
('partido', 0.13061959164450102)
('informe', 0.13018891098082389)
('convertir', 0.13003647382184158)
('existir', 0.12912178621576972)
('guerrilla', 0.12909944487358055)
('caso', 0.12897120682201801)
('década', 0.12858612496840993)
('parecer', 0.12842149861645488)
('pues', 0.12812370226601225)
('productivo', 0.12801176963145644)
('valorar', 0.12767205771423776)
('manera', 0.12763700597648678)
('alcance', 0.12745318548364543)
('varias', 0.12742547525710124)
('serie', 0.1270001270001905)
('unidad', 0.12617221643503754)
('méxico', 0.12599439023338468)
('venta', 0.1258066415213771)
('mismo', 0.12564701987823965)
('trabajador', 0.12558255974714794)
('zona', 0.12500976676955822)
('normal', 0.125)
('pretender', 0.125)
('sentar', 0.125)
('momento', 0.12482129119707251)
